,precision,recall,f1-score,support
1704,0.0,0.0,0.0,0.0
1706,0.8333333333333334,0.8333333333333334,0.8333333333333334,6.0
1707,0.0,0.0,0.0,6.0
1708,0.0,0.0,0.0,14.0
171,0.0,0.0,0.0,6.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,15.0
1713,0.0,0.0,0.0,1.0
1714,0.0,0.0,0.0,0.0
1716,1.0,1.0,1.0,2.0
1717,0.0,0.0,0.0,1.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,3.0
1720,0.0,0.0,0.0,4.0
1723,0.0,0.0,0.0,3.0
1724,0.0,0.0,0.0,1.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,2.0
1728,0.0,0.0,0.0,2.0
1729,0.0,0.0,0.0,6.0
173,0.0,0.0,0.0,3.0
1730,0.0,0.0,0.0,33.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,1.0
1734,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,1.0
1737,0.0,0.0,0.0,1.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
174,0.0,0.0,0.0,5.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,17.0
1744,1.0,0.022988505747126436,0.0449438202247191,87.0
1748,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,1.0
1755,1.0,0.009259259259259259,0.01834862385321101,108.0
1756,0.0,0.0,0.0,1.0
1757,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,11.0
176,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,1.0
1763,0.0,0.0,0.0,27.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,9.0
1768,0.0,0.0,0.0,1.0
1769,0.0,0.0,0.0,2.0
177,0.0,0.0,0.0,9.0
1771,0.0,0.0,0.0,0.0
1772,0.9375,0.7142857142857143,0.8108108108108109,21.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,24.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,2.0
1777,0.0,0.0,0.0,4.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,1.0
1781,0.0,0.0,0.0,2.0
1782,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,1.0
1787,0.0,0.0,0.0,1.0
1788,0.0,0.0,0.0,3.0
1789,0.0,0.0,0.0,0.0
179,0.0,0.0,0.0,5.0
